regime,arm,estimator,snr0,family,index,selected_hyperparameter,old_band_feature_error,radial_error_old,angular_error_old_rad,t_birth_error,tau_decay_error
oracle_known,DIRECT_PHYSICAL,RIDGE_IDENTITY,100.0,m1_rotating_crescent,7,1.0,4841818071994.939,0.5001718126934234,1.2174989788904242,3.3,2.9
oracle_known,DIRECT_PHYSICAL,RIDGE_IDENTITY,100.0,m2_structural_mode,0,1.0,12003856078891.547,0.48117542540340896,0.8555390892723153,3.2,4.5
oracle_known,DIRECT_PHYSICAL,RIDGE_IDENTITY,100.0,m2_structural_mode,1,1.0,1865150708875.4062,0.46394849001627875,0.9985952877939512,3.5,2.0
oracle_known,DIRECT_PHYSICAL,RIDGE_IDENTITY,100.0,m2_structural_mode,2,1.0,30257879597148.402,0.4838147736346806,1.166024596623694,3.0,0.5
oracle_known,DIRECT_PHYSICAL,RIDGE_IDENTITY,100.0,m2_structural_mode,3,1.0,5219297657258.431,0.498497311333601,0.7889897342577101,3.2,3.6
oracle_known,DIRECT_PHYSICAL,RIDGE_IDENTITY,100.0,m2_structural_mode,4,1.0,4498223153538.41,0.5076019653364732,0.7696669063915974,3.4,3.4
oracle_known,DIRECT_PHYSICAL,RIDGE_IDENTITY,100.0,m2_structural_mode,5,1.0,5730409275019.677,0.47912789105901465,0.5575398071720057,3.1,1.3
oracle_known,DIRECT_PHYSICAL,RIDGE_IDENTITY,100.0,m2_structural_mode,6,1.0,4626334111387.69,0.4810704506750262,1.43861860243874,3.0,1.3
oracle_known,DIRECT_PHYSICAL,RIDGE_IDENTITY,100.0,m2_structural_mode,7,1.0,13300209656665.402,0.4986372446356917,1.2004003262080256,3.1,2.4
oracle_known,DIRECT_PHYSICAL,RIDGE_IDENTITY,100.0,plunging_feature,0,1.0,0.8648517149874729,0.5292104164243708,1.5992224691004107,3.2,2.9
oracle_known,DIRECT_PHYSICAL,RIDGE_IDENTITY,100.0,plunging_feature,1,1.0,0.8644249265128403,0.5289982557881837,1.5673259609078765,3.7,2.0
oracle_known,DIRECT_PHYSICAL,RIDGE_IDENTITY,100.0,plunging_feature,2,1.0,0.875635402562206,0.5614229317079709,1.6212877896192714,2.8,4.4
